Date,Close,Volume
1957-03-18,43.85,1450000
1957-03-19,44.04,1540000
1957-03-20,44.10,1830000
1957-03-21,44.11,1630000
1957-03-22,44.06,1610000
1957-03-25,43.88,1590000
1957-03-26,43.91,1660000
1957-03-27,44.09,1710000
1957-03-28,44.18,1930000
1957-03-29,44.11,1650000
1957-04-01,44.14,1620000
1957-04-02,44.42,2300000
1957-04-03,44.54,2160000
1957-04-04,44.44,1820000
1957-04-05,44.49,1830000
1957-04-08,44.39,1950000
1957-04-09,44.79,2400000
1957-04-10,44.98,2920000
1957-04-11,44.98,2350000
1957-04-12,44.98,2370000
1957-04-15,44.95,2010000
1957-04-16,45.02,1890000
1957-04-17,45.08,2290000
1957-04-18,45.41,2480000
1957-04-22,45.48,2560000
1957-04-23,45.65,2840000
1957-04-24,45.72,2990000
1957-04-25,45.56,2640000
1957-04-26,45.50,2380000
1957-04-29,45.73,2290000
1957-04-30,45.74,2200000
1957-05-01,46.02,2310000
1957-05-02,46.39,2860000
1957-05-03,46.34,2390000
1957-05-06,46.27,2210000
1957-05-07,46.13,2300000
1957-05-08,46.31,2590000
1957-05-09,46.36,2520000
1957-05-10,46.59,2430000
1957-05-13,46.88,2720000
1957-05-14,46.67,2580000
1957-05-15,46.83,2590000
1957-05-16,47.02,2690000
1957-05-17,47.15,2510000
1957-05-20,47.35,2300000
1957-05-21,47.33,2370000
1957-05-22,47.14,2060000
1957-05-23,47.15,2110000
1957-05-24,47.21,2340000
1957-05-27,46.78,2290000
1957-05-28,46.69,2070000
1957-05-29,47.11,2270000
1957-05-31,47.43,2050000
1957-06-03,47.37,2050000
1957-06-04,47.28,2200000
1957-06-05,47.27,1940000
1957-06-06,47.80,2300000
1957-06-07,47.85,2380000
1957-06-10,47.90,2050000
1957-06-11,47.94,2850000
1957-06-12,48.05,2600000
1957-06-13,48.14,2630000
1957-06-14,48.15,2090000
1957-06-17,48.24,2220000
1957-06-18,48.04,2440000
1957-06-19,47.72,2220000
1957-06-20,47.43,2050000
1957-06-21,47.15,1970000
1957-06-24,46.78,2040000
1957-06-25,47.15,2000000
1957-06-26,47.09,1870000
1957-06-27,47.26,1800000
1957-06-28,47.37,1770000
1957-07-01,47.43,1840000
1957-07-02,47.90,2450000
1957-07-03,48.46,2720000
1957-07-05,48.69,2240000
1957-07-08,48.90,2840000
1957-07-09,48.90,2450000
1957-07-10,49.00,2880000
1957-07-11,48.86,2830000
1957-07-12,49.08,2240000
1957-07-15,49.13,2480000
1957-07-16,48.88,2510000
1957-07-17,48.58,2060000
1957-07-18,48.53,2130000
1957-07-19,48.58,1930000
1957-07-22,48.47,1950000
1957-07-23,48.56,1840000
1957-07-24,48.61,1730000
1957-07-25,48.61,1800000
1957-07-26,48.45,1710000
1957-07-29,47.92,1990000
1957-07-30,47.92,1780000
1957-07-31,47.91,1830000
1957-08-01,47.79,1660000
1957-08-02,47.68,1610000
1957-08-05,47.26,1790000
1957-08-06,46.67,1910000
1957-08-07,47.03,2460000
1957-08-08,46.90,1690000
1957-08-09,46.92,1570000
1957-08-12,46.33,1650000
1957-08-13,46.30,1580000
1957-08-14,45.73,2040000
1957-08-15,45.75,2040000
1957-08-16,45.83,1470000
1957-08-19,44.91,2040000
1957-08-20,45.29,2700000
1957-08-21,45.49,1720000
1957-08-22,45.16,1500000
1957-08-23,44.51,1960000
1957-08-26,43.89,2680000
1957-08-27,44.61,2250000
1957-08-28,44.64,1840000
1957-08-29,44.46,1630000
1957-08-30,45.22,1600000
1957-09-03,45.44,1490000
1957-09-04,45.05,1260000
1957-09-05,44.82,1420000
1957-09-06,44.68,1320000
1957-09-09,44.28,1420000
1957-09-10,43.87,1870000
1957-09-11,44.26,2130000
1957-09-12,44.82,2010000
1957-09-13,44.80,1620000
1957-09-16,44.58,1290000
1957-09-17,44.64,1490000
1957-09-18,44.69,1540000
1957-09-19,44.40,1520000
1957-09-20,43.69,2340000
1957-09-23,42.69,3160000
1957-09-24,42.98,2840000
1957-09-25,42.98,2770000
1957-09-26,42.57,2130000
1957-09-27,42.55,1750000
1957-09-30,42.42,1520000
1957-10-01,42.76,1680000
1957-10-02,43.10,1760000
1957-10-03,43.14,1590000
1957-10-04,42.79,1520000
1957-10-07,42.22,2490000
1957-10-08,41.95,3190000
1957-10-09,41.99,2120000
1957-10-10,40.96,3300000
1957-10-11,40.94,4460000
1957-10-14,41.24,2770000
1957-10-15,41.67,2620000
1957-10-16,41.33,2050000
1957-10-17,40.65,3060000
1957-10-18,40.33,2670000
1957-10-21,39.15,4670000
1957-10-22,38.98,5090000
1957-10-23,40.73,4600000
1957-10-24,40.71,4030000
1957-10-25,40.59,2400000
1957-10-28,40.42,1800000
1957-10-29,40.69,1860000
1957-10-30,41.02,2060000
1957-10-31,41.06,2170000
1957-11-01,40.44,2060000
1957-11-04,40.37,2380000
1957-11-06,40.43,2550000
1957-11-07,40.67,2580000
1957-11-08,40.19,2140000
1957-11-11,40.18,1540000
1957-11-12,39.60,2050000
1957-11-13,39.55,2120000
1957-11-14,39.44,2450000
1957-11-15,40.37,3510000
1957-11-18,40.04,2110000
1957-11-19,39.81,2240000
1957-11-20,39.92,2400000
1957-11-21,40.48,2900000
1957-11-22,40.87,2850000
1957-11-25,41.18,2600000
1957-11-26,40.09,3650000
1957-11-27,41.25,3330000
1957-11-29,41.72,2740000
1957-12-02,41.36,2430000
1957-12-03,41.37,2060000
1957-12-04,41.54,2220000
1957-12-05,41.52,2020000
1957-12-06,41.31,2350000
1957-12-09,40.92,2230000
1957-12-10,40.56,2360000
1957-12-11,40.51,2240000
1957-12-12,40.55,2330000
1957-12-13,40.73,2310000
1957-12-16,40.12,2350000
1957-12-17,39.42,2820000
1957-12-18,39.38,2750000
1957-12-19,39.80,2740000
1957-12-20,39.48,2500000
1957-12-23,39.48,2790000
1957-12-24,39.52,2220000
1957-12-26,39.92,2280000
1957-12-27,39.78,2620000
1957-12-30,39.58,3750000
1957-12-31,39.99,5070000
1958-01-02,40.33,1800000
1958-01-03,40.87,2440000
1958-01-06,40.68,2500000
1958-01-07,41.00,2220000
1958-01-08,40.99,2230000
1958-01-09,40.75,2180000
1958-01-10,40.37,2010000
1958-01-13,40.49,1860000
1958-01-14,40.67,2010000
1958-01-15,40.99,2080000
1958-01-16,41.06,3950000
1958-01-17,41.10,2200000
1958-01-20,41.35,2310000
1958-01-21,41.30,2160000
1958-01-22,41.20,2390000
1958-01-23,41.36,1910000
1958-01-24,41.71,2830000
1958-01-27,41.59,2320000
1958-01-28,41.63,2030000
1958-01-29,41.88,2220000
1958-01-30,41.68,2150000
1958-01-31,41.70,2030000
1958-02-03,42.04,2490000
1958-02-04,42.46,2970000
1958-02-05,42.19,2480000
1958-02-06,42.10,2210000
1958-02-07,41.73,2220000
1958-02-10,41.48,1900000
1958-02-11,41.11,2110000
1958-02-12,40.93,2030000
1958-02-13,40.94,1880000
1958-02-14,41.33,2070000
1958-02-17,41.11,1700000
1958-02-18,41.17,1680000
1958-02-19,41.15,2070000
1958-02-20,40.91,2060000
1958-02-21,40.88,1700000
1958-02-24,40.65,1570000
1958-02-25,40.61,1920000
1958-02-26,40.92,1880000
1958-02-27,40.68,1670000
1958-02-28,40.84,1580000
1958-03-03,41.13,1810000
1958-03-04,41.35,2010000
1958-03-05,41.47,2020000
1958-03-06,42.00,2470000
1958-03-07,42.07,2130000
1958-03-10,42.21,1980000
1958-03-11,42.51,2640000
1958-03-12,42.41,2420000
1958-03-13,42.46,2830000
1958-03-14,42.33,2150000
1958-03-17,42.04,2130000
1958-03-18,41.89,2070000
1958-03-19,42.09,2410000
1958-03-20,42.11,2280000
1958-03-21,42.42,2430000
1958-03-24,42.58,2580000
1958-03-25,42.44,2210000
1958-03-26,42.30,1990000
1958-03-27,42.17,2140000
1958-03-28,42.20,1930000
1958-03-31,42.10,2050000
1958-04-01,41.93,2070000
1958-04-02,41.60,2390000
1958-04-03,41.48,2130000
1958-04-07,41.33,2090000
1958-04-08,41.43,2190000
1958-04-09,41.65,2040000
1958-04-10,41.70,2000000
1958-04-11,41.74,2060000
1958-04-14,42.00,2180000
1958-04-15,42.43,2590000
1958-04-16,42.10,2240000
1958-04-17,42.25,2500000
1958-04-18,42.71,2700000
1958-04-21,42.93,2550000
1958-04-22,42.80,2440000
1958-04-23,42.80,2720000
1958-04-24,43.14,2870000
1958-04-25,43.36,3020000
1958-04-28,43.22,2400000
1958-04-29,43.00,2190000
1958-04-30,43.44,2900000
1958-05-01,43.54,2630000
1958-05-02,43.69,2290000
1958-05-05,43.79,2670000
1958-05-06,44.01,3110000
1958-05-07,43.93,2770000
1958-05-08,43.99,2790000
1958-05-09,44.09,2760000
1958-05-12,43.75,2780000
1958-05-13,43.62,2940000
1958-05-14,43.12,3060000
1958-05-15,43.34,2470000
1958-05-16,43.36,2030000
1958-05-19,43.24,1910000
1958-05-20,43.61,2500000
1958-05-21,43.55,2580000
1958-05-22,43.78,2950000
1958-05-23,43.87,2570000
1958-05-26,43.85,2500000
1958-05-27,43.79,2180000
1958-05-28,43.85,2260000
1958-05-29,44.09,2350000
1958-06-02,44.31,2770000
1958-06-03,44.46,2780000
1958-06-04,44.50,2690000
1958-06-05,44.55,2600000
1958-06-06,44.64,2680000
1958-06-09,44.57,2380000
1958-06-10,44.48,2390000
1958-06-11,44.49,2570000
1958-06-12,44.75,2760000
1958-06-13,45.02,3100000
1958-06-16,45.18,2870000
1958-06-17,44.94,2950000
1958-06-18,45.34,2640000
1958-06-19,44.61,2690000
1958-06-20,44.85,2590000
1958-06-23,44.69,2340000
1958-06-24,44.52,2560000
1958-06-25,44.63,2720000
1958-06-26,44.84,2910000
1958-06-27,44.90,2800000
1958-06-30,45.24,2820000
1958-07-01,45.28,2600000
1958-07-02,45.32,2370000
1958-07-03,45.47,2630000
1958-07-07,45.62,2510000
1958-07-08,45.40,2430000
1958-07-09,45.25,2630000
1958-07-10,45.42,2510000
1958-07-11,45.72,2400000
1958-07-14,45.14,2540000
1958-07-15,45.11,3090000
1958-07-16,45.25,3240000
1958-07-17,45.55,3180000
1958-07-18,45.77,3350000
1958-07-21,46.33,3440000
1958-07-22,46.41,3420000
1958-07-23,46.40,3550000
1958-07-24,46.65,3740000
1958-07-25,46.97,4430000
1958-07-28,47.15,3940000
1958-07-29,46.96,3310000
1958-07-30,47.09,3680000
1958-07-31,47.19,4440000
1958-08-01,47.49,3380000
1958-08-04,47.94,4000000
1958-08-05,47.75,4210000
1958-08-06,47.46,3440000
1958-08-07,47.77,3200000
1958-08-08,48.05,3650000
1958-08-11,48.16,2870000
1958-08-12,47.73,2600000
1958-08-13,47.81,2790000
1958-08-14,47.91,3370000
1958-08-15,47.50,2960000
1958-08-18,47.22,2390000
1958-08-19,47.30,2250000
1958-08-20,47.32,2460000
1958-08-21,47.63,2500000
1958-08-22,47.73,2660000
1958-08-25,47.74,2610000
1958-08-26,47.90,2910000
1958-08-27,47.91,3250000
1958-08-28,47.66,2540000
1958-08-29,47.75,2260000
1958-09-02,48.00,2930000
1958-09-03,48.18,3240000
1958-09-04,48.10,3100000
1958-09-05,47.97,2520000
1958-09-08,48.13,3030000
1958-09-09,48.46,3480000
1958-09-10,48.31,2820000
1958-09-11,48.64,3300000
1958-09-12,48.53,3100000
1958-09-15,48.96,3040000
1958-09-16,49.35,3940000
1958-09-17,49.35,3790000
1958-09-18,49.38,3460000
1958-09-19,49.40,3880000
1958-09-22,49.20,3490000
1958-09-23,49.56,3950000
1958-09-24,49.78,3120000
1958-09-25,49.57,4490000
1958-09-26,49.66,3420000
1958-09-29,49.87,3680000
1958-09-30,50.06,4160000
1958-10-01,49.98,3780000
1958-10-02,50.17,3750000
1958-10-03,50.37,3830000
1958-10-06,51.07,3570000
1958-10-07,51.07,3570000
1958-10-08,51.06,3680000
1958-10-09,51.05,3670000
1958-10-10,51.39,4610000
1958-10-13,51.62,4550000
1958-10-14,51.26,5110000
1958-10-15,50.58,4810000
1958-10-16,50.94,4560000
1958-10-17,51.46,5360000
1958-10-20,51.27,4560000
1958-10-21,51.27,4010000
1958-10-22,51.07,3500000
1958-10-23,50.97,3610000
1958-10-24,50.81,3770000
1958-10-27,50.42,3980000
1958-10-28,50.58,3670000
1958-10-29,51.07,4790000
1958-10-30,51.27,4360000
1958-10-31,51.33,3920000
1958-11-03,51.56,3240000
1958-11-05,52.03,4080000
1958-11-06,52.45,4890000
1958-11-07,52.26,3700000
1958-11-10,52.57,3730000
1958-11-11,52.98,4040000
1958-11-12,53.05,4440000
1958-11-13,52.83,4200000
1958-11-14,53.09,4390000
1958-11-17,53.24,4540000
1958-11-18,53.13,3820000
1958-11-19,53.20,4090000
1958-11-20,53.21,4320000
1958-11-21,52.70,3950000
1958-11-24,52.03,4770000
1958-11-25,51.02,3940000
1958-11-26,51.90,4090000
1958-11-28,52.48,4120000
1958-12-01,52.69,3800000
1958-12-02,52.46,3320000
1958-12-03,52.53,3460000
1958-12-04,52.55,3630000
1958-12-05,52.46,3360000
1958-12-08,52.46,3590000
1958-12-09,52.82,3790000
1958-12-10,53.46,4340000
1958-12-11,53.35,4250000
1958-12-12,53.22,3140000
1958-12-15,53.37,3340000
1958-12-16,53.57,3970000
1958-12-17,53.92,3900000
1958-12-18,54.15,3900000
1958-12-19,54.07,3540000
1958-12-22,53.71,3030000
1958-12-23,53.42,2870000
1958-12-24,54.11,3050000
1958-12-29,54.74,3790000
1958-12-30,54.93,3900000
1958-12-31,55.21,3970000
1959-01-02,55.44,3380000
1959-01-05,55.66,4210000
1959-01-06,55.59,3690000
1959-01-07,54.89,4140000
1959-01-08,55.40,4030000
1959-01-09,55.77,4760000
1959-01-12,55.78,4320000
1959-01-13,55.47,3790000
1959-01-14,55.62,4090000
1959-01-15,55.83,4500000
1959-01-16,55.81,4300000
1959-01-19,55.68,3840000
1959-01-20,55.72,3680000
1959-01-21,56.04,3940000
1959-01-22,55.97,4250000
1959-01-23,56.00,3600000
1959-01-26,55.77,3980000
1959-01-27,55.78,3480000
1959-01-28,55.16,4190000
1959-01-29,55.20,3470000
1959-01-30,55.45,3600000
1959-02-02,55.21,3610000
1959-02-03,55.28,3220000
1959-02-04,55.06,3170000
1959-02-05,54.81,3140000
1959-02-06,54.37,3010000
1959-02-09,53.58,3130000
1959-02-10,54.32,2960000
1959-02-11,54.35,3000000
1959-02-12,54.00,2630000
1959-02-13,54.42,3070000
1959-02-16,54.50,3480000
1959-02-17,54.29,3190000
1959-02-18,54.30,3480000
1959-02-19,55.50,4160000
1959-02-20,55.52,4190000
1959-02-24,55.48,4340000
1959-02-25,55.24,3780000
1959-02-26,55.34,3930000
1959-02-27,55.41,4300000
1959-03-02,55.73,4210000
1959-03-03,56.25,4790000
1959-03-04,56.35,4150000
1959-03-05,56.43,3930000
1959-03-06,56.21,3930000
1959-03-09,56.15,3530000
1959-03-10,56.31,3920000
1959-03-11,56.35,4160000
1959-03-12,56.60,4690000
1959-03-13,56.67,4880000
1959-03-16,56.06,4420000
1959-03-17,56.52,4730000
1959-03-18,56.39,4530000
1959-03-19,56.34,4150000
1959-03-20,56.39,3770000
1959-03-23,55.87,3700000
1959-03-24,55.96,3000000
1959-03-25,55.88,3280000
1959-03-26,55.76,2900000
1959-03-30,55.45,2940000
1959-03-31,55.44,2820000
1959-04-01,55.69,2980000
1959-04-02,56.00,3220000
1959-04-03,56.44,3680000
1959-04-06,56.60,3510000
1959-04-07,56.48,3020000
1959-04-08,56.21,3260000
1959-04-09,56.17,2830000
1959-04-10,56.22,3000000
1959-04-13,56.43,3140000
1959-04-14,56.71,3320000
1959-04-15,56.96,3680000
1959-04-16,57.43,3790000
1959-04-17,57.92,3870000
1959-04-20,58.17,3610000
1959-04-21,58.11,3650000
1959-04-22,57.73,3430000
1959-04-23,57.60,3310000
1959-04-24,57.96,3790000
1959-04-27,58.14,3850000
1959-04-28,57.92,3920000
1959-04-29,57.69,3470000
1959-04-30,57.59,3510000
1959-05-01,57.65,3020000
1959-05-04,57.65,3060000
1959-05-05,57.75,3360000
1959-05-06,57.61,4110000
1959-05-07,56.88,4530000
1959-05-08,57.32,3930000
1959-05-11,57.96,3860000
1959-05-12,57.96,3550000
1959-05-13,57.97,3540000
1959-05-14,58.37,3660000
1959-05-15,58.16,3510000
1959-05-18,58.15,2970000
1959-05-19,58.32,3170000
1959-05-20,58.09,3550000
1959-05-21,58.14,3230000
1959-05-22,58.33,3030000
1959-05-25,58.18,3260000
1959-05-26,58.09,2910000
1959-05-27,58.19,2940000
1959-05-28,58.39,2970000
1959-05-29,58.68,2790000
1959-06-01,58.63,2730000
1959-06-02,58.23,3120000
1959-06-03,58.25,2910000
1959-06-04,57.63,3210000
1959-06-05,57.51,2800000
1959-06-08,56.76,2970000
1959-06-09,56.36,3490000
1959-06-10,57.19,3310000
1959-06-11,57.25,3120000
1959-06-12,57.29,2580000
1959-06-15,56.99,2410000
1959-06-16,56.56,2440000
1959-06-17,57.09,2850000
1959-06-18,57.05,3150000
1959-06-19,57.13,2260000
1959-06-22,57.13,2630000
1959-06-23,57.12,2600000
1959-06-24,57.41,3180000
1959-06-25,57.73,3250000
1959-06-26,57.98,3100000
1959-06-29,58.37,3000000
1959-06-30,58.47,3200000
1959-07-01,58.97,3150000
1959-07-02,59.28,3610000
1959-07-06,59.65,3720000
1959-07-07,60.01,3840000
1959-07-08,60.03,4010000
1959-07-09,59.97,3560000
1959-07-10,59.91,3600000
1959-07-13,59.41,3360000
1959-07-14,59.55,3230000
1959-07-15,59.59,3280000
1959-07-16,59.41,3170000
1959-07-17,59.19,2510000
1959-07-20,58.91,2500000
1959-07-21,59.41,2950000
1959-07-22,59.61,3310000
1959-07-23,59.67,3310000
1959-07-24,59.65,2720000
1959-07-27,60.02,2910000
1959-07-28,60.32,3190000
1959-07-29,60.62,3460000
1959-07-30,60.50,3240000
1959-07-31,60.51,2270000
1959-08-03,60.71,2410000
1959-08-04,60.61,2530000
1959-08-05,60.30,2630000
1959-08-06,60.24,2610000
1959-08-07,59.87,2580000
1959-08-10,58.62,4190000
1959-08-11,59.39,2980000
1959-08-12,59.25,2700000
1959-08-13,59.15,2020000
1959-08-14,59.29,1990000
1959-08-17,59.17,1980000
1959-08-18,58.62,2280000
1959-08-19,58.27,3050000
1959-08-20,59.14,2450000
1959-08-21,59.08,2000000
1959-08-24,58.87,1860000
1959-08-25,58.99,1960000
1959-08-26,59.07,2210000
1959-08-27,59.58,2550000
1959-08-28,59.60,1930000
1959-08-31,59.60,2140000
1959-09-01,58.87,2430000
1959-09-02,58.92,2370000
1959-09-03,58.26,2330000
1959-09-04,58.54,2300000
1959-09-08,57.70,2940000
1959-09-09,57.29,3030000
1959-09-10,56.99,2520000
1959-09-11,57.41,2640000
1959-09-14,56.99,2590000
1959-09-15,56.68,2830000
1959-09-16,56.72,2180000
1959-09-17,56.41,2090000
1959-09-18,56.19,2530000
1959-09-21,55.27,3240000
1959-09-22,55.14,3000000
1959-09-23,55.82,3010000
1959-09-24,56.78,3480000
1959-09-25,56.73,3280000
1959-09-28,57.15,2640000
1959-09-29,57.51,3220000
1959-09-30,56.88,2850000
1959-10-01,56.94,2660000
1959-10-02,57.20,2270000
1959-10-05,57.14,2100000
1959-10-06,57.09,2330000
1959-10-07,56.94,2380000
1959-10-08,56.81,2510000
1959-10-09,57.00,2540000
1959-10-12,57.32,1750000
1959-10-13,57.16,2530000
1959-10-14,56.71,2320000
1959-10-15,56.87,2190000
1959-10-16,57.33,2760000
1959-10-19,57.01,2470000
1959-10-20,56.66,2740000
1959-10-21,56.55,2730000
1959-10-22,56.00,3060000
1959-10-23,56.56,2880000
1959-10-26,56.94,3580000
1959-10-27,57.42,4160000
1959-10-28,57.46,3920000
1959-10-29,57.41,3890000
1959-10-30,57.52,3560000
1959-11-02,57.41,3320000
1959-11-04,57.26,3940000
1959-11-05,57.32,3170000
1959-11-06,57.60,3450000
1959-11-09,57.50,3700000
1959-11-10,57.48,3020000
1959-11-11,57.49,2820000
1959-11-12,57.17,3600000
1959-11-13,56.85,3050000
1959-11-16,56.22,3710000
1959-11-17,56.38,3570000
1959-11-18,56.99,3660000
1959-11-19,56.94,3230000
1959-11-20,56.97,2960000
1959-11-23,57.08,3400000
1959-11-24,57.35,3650000
1959-11-25,57.44,3550000
1959-11-27,57.70,3030000
1959-11-30,58.28,3670000
1959-12-01,58.70,3990000
1959-12-02,58.60,3490000
1959-12-03,58.73,3280000
1959-12-04,58.85,3590000
1959-12-07,58.96,3620000
1959-12-08,59.34,3870000
1959-12-09,58.97,3430000
1959-12-10,59.02,3170000
1959-12-11,58.88,2910000
1959-12-14,59.04,3100000
1959-12-15,58.90,3450000
1959-12-16,58.97,3270000
1959-12-17,58.86,3040000
1959-12-18,59.14,3230000
1959-12-21,59.21,3290000
1959-12-22,59.14,2930000
1959-12-23,58.96,2890000
1959-12-24,59.00,2320000
1959-12-28,58.98,2830000
1959-12-29,59.30,3020000
1959-12-30,59.77,3680000
1959-12-31,59.89,3810000
1960-01-04,59.91,3990000
1960-01-05,60.39,3710000
1960-01-06,60.13,3730000
1960-01-07,59.69,3310000
1960-01-08,59.50,3290000
1960-01-11,58.77,3470000
1960-01-12,58.41,3760000
1960-01-13,58.08,3470000
1960-01-14,58.40,3560000
1960-01-15,58.38,3400000
1960-01-18,57.89,3020000
1960-01-19,57.27,3100000
1960-01-20,57.07,2720000
1960-01-21,57.21,2700000
1960-01-22,57.38,2690000
1960-01-25,56.78,2790000
1960-01-26,56.86,3060000
1960-01-27,56.72,2460000
1960-01-28,56.13,2630000
1960-01-29,55.61,3060000
1960-02-01,55.96,2820000
1960-02-02,56.82,3080000
1960-02-03,56.32,3020000
1960-02-04,56.27,2600000
1960-02-05,55.98,2530000
1960-02-08,55.32,3350000
1960-02-09,55.84,2860000
1960-02-10,55.49,2440000
1960-02-11,55.18,2610000
1960-02-12,55.46,2230000
1960-02-15,55.17,2780000
1960-02-16,54.73,3270000
1960-02-17,55.03,4210000
1960-02-18,55.80,3800000
1960-02-19,56.24,3230000
1960-02-23,55.94,2960000
1960-02-24,55.74,2740000
1960-02-25,55.93,3600000
1960-02-26,56.16,3380000
1960-02-29,56.12,2990000
1960-03-01,56.01,2920000
1960-03-02,55.62,3110000
1960-03-03,54.78,3160000
1960-03-04,54.57,4060000
1960-03-07,54.02,2900000
1960-03-08,53.47,3370000
1960-03-09,54.04,3580000
1960-03-10,53.83,3350000
1960-03-11,54.24,2770000
1960-03-14,54.32,2530000
1960-03-15,54.74,2690000
1960-03-16,55.04,2960000
1960-03-17,54.96,2140000
1960-03-18,55.01,2620000
1960-03-21,55.07,2500000
1960-03-22,55.29,2490000
1960-03-23,55.74,3020000
1960-03-24,55.98,2940000
1960-03-25,55.98,2640000
1960-03-28,55.86,2500000
1960-03-29,55.78,2320000
1960-03-30,55.66,2450000
1960-03-31,55.34,2690000
1960-04-01,55.43,2260000
1960-04-04,55.54,2450000
1960-04-05,55.37,2840000
1960-04-06,56.51,3450000
1960-04-07,56.52,3070000
1960-04-08,56.39,2820000
1960-04-11,56.17,2520000
1960-04-12,56.30,2470000
1960-04-13,56.30,2730000
1960-04-14,56.43,2730000
1960-04-18,56.59,3200000
1960-04-19,56.13,3080000
1960-04-20,55.44,3150000
1960-04-21,55.59,2700000
1960-04-22,55.42,2850000
1960-04-25,54.86,2980000
1960-04-26,55.04,2940000
1960-04-27,55.04,3020000
1960-04-28,54.56,3190000
1960-04-29,54.37,2850000
1960-05-02,54.13,2930000
1960-05-03,54.83,2910000
1960-05-04,55.04,2870000
1960-05-05,54.86,2670000
1960-05-06,54.75,2560000
1960-05-09,54.80,2670000
1960-05-10,54.42,2870000
1960-05-11,54.57,2900000
1960-05-12,54.85,3220000
1960-05-13,55.30,3750000
1960-05-16,55.25,3530000
1960-05-17,55.46,4080000
1960-05-18,55.44,5240000
1960-05-19,55.68,3700000
1960-05-20,55.73,3170000
1960-05-23,55.76,2530000
1960-05-24,55.70,3240000
1960-05-25,55.67,3440000
1960-05-26,55.71,3720000
1960-05-27,55.74,3040000
1960-05-31,55.83,3750000
1960-06-01,55.89,3770000
1960-06-02,56.13,3730000
1960-06-03,56.23,3340000
1960-06-06,56.89,3220000
1960-06-07,57.43,3710000
1960-06-08,57.89,3800000
1960-06-09,58.00,3820000
1960-06-10,57.97,2940000
1960-06-13,57.99,3180000
1960-06-14,57.91,3430000
1960-06-15,57.57,3630000
1960-06-16,57.50,3540000
1960-06-17,57.44,3920000
1960-06-20,57.16,3970000
1960-06-21,57.11,3860000
1960-06-22,57.28,3600000
1960-06-23,57.59,3620000
1960-06-24,57.68,3220000
1960-06-27,57.33,2960000
1960-06-28,56.94,3120000
1960-06-29,56.94,3160000
1960-06-30,56.92,2940000
1960-07-01,57.06,2620000
1960-07-05,57.02,2780000
1960-07-06,56.94,2970000
1960-07-07,57.24,3050000
1960-07-08,57.38,3010000
1960-07-11,56.87,2920000
1960-07-12,56.25,2860000
1960-07-13,56.10,2590000
1960-07-14,56.12,2480000
1960-07-15,56.05,2140000
1960-07-18,55.70,2350000
1960-07-19,55.70,2490000
1960-07-20,55.61,2370000
1960-07-21,55.10,2510000
1960-07-22,54.72,2850000
1960-07-25,54.18,2840000
1960-07-26,54.51,2720000
1960-07-27,54.17,2560000
1960-07-28,54.57,3020000
1960-07-29,55.51,2730000
1960-08-01,55.53,2440000
1960-08-02,55.04,2090000
1960-08-03,54.72,2470000
1960-08-04,54.89,2840000
1960-08-05,55.44,3000000
1960-08-08,55.52,2960000
1960-08-09,55.84,2700000
1960-08-10,56.07,2810000
1960-08-11,56.28,3070000
1960-08-12,56.66,3160000
1960-08-15,56.61,2450000
1960-08-16,56.72,2710000
1960-08-17,56.84,3090000
1960-08-18,56.81,2890000
1960-08-19,57.01,2570000
1960-08-22,57.19,2760000
1960-08-23,57.75,3560000
1960-08-24,58.07,3500000
1960-08-25,57.79,2680000
1960-08-26,57.60,2780000
1960-08-29,57.44,2780000
1960-08-30,56.84,2890000
1960-08-31,56.96,3130000
1960-09-01,57.09,3460000
1960-09-02,57.00,2680000
1960-09-06,56.49,2580000
1960-09-07,55.79,2850000
1960-09-08,55.74,2670000
1960-09-09,56.11,2750000
1960-09-12,55.72,2160000
1960-09-13,55.83,2180000
1960-09-14,55.44,2530000
1960-09-15,55.22,2870000
1960-09-16,55.11,2340000
1960-09-19,53.86,3790000
1960-09-20,54.01,3660000
1960-09-21,54.57,2930000
1960-09-22,54.36,1970000
1960-09-23,53.90,2580000
1960-09-26,53.06,3930000
1960-09-27,52.94,3170000
1960-09-28,52.48,3520000
1960-09-29,52.62,2850000
1960-09-30,53.52,3370000
1960-10-03,53.36,2220000
1960-10-04,52.99,2270000
1960-10-05,53.39,2650000
1960-10-06,53.72,2510000
1960-10-07,54.03,2530000
1960-10-10,54.14,2030000
1960-10-11,54.22,2350000
1960-10-12,54.15,1890000
1960-10-13,54.57,2220000
1960-10-14,54.86,2470000
1960-10-17,54.63,2280000
1960-10-18,54.35,2220000
1960-10-19,54.25,2410000
1960-10-20,53.86,2910000
1960-10-21,53.72,3090000
1960-10-24,52.70,4420000
1960-10-25,52.20,3030000
1960-10-26,53.05,3020000
1960-10-27,53.62,2900000
1960-10-28,53.41,2490000
1960-10-31,53.39,2460000
1960-11-01,53.94,2600000
1960-11-02,54.22,2780000
1960-11-03,54.43,2580000
1960-11-04,54.90,3050000
1960-11-07,55.11,3540000
1960-11-09,55.35,3450000
1960-11-10,56.43,4030000
1960-11-11,55.87,2730000
1960-11-14,55.59,2660000
1960-11-15,55.81,2990000
1960-11-16,55.70,3110000
1960-11-17,55.55,2450000
1960-11-18,55.82,2760000
1960-11-21,55.93,3090000
1960-11-22,55.72,3430000
1960-11-23,55.80,3000000
